wage,edu,exp,city,reg,race,deg,com,emp
641.03,18,25,no,northeast,white,yes,19.3,239
462.96,12,7,no,northeast,white,no,7.6,89
576.13,15,35,no,northeast,other,no,5.1,100
266.17,12,4,no,northeast,white,no,11,56
284.9,12,6,no,northeast,white,no,16,148
365.62,12,7,yes,northeast,white,no,16.7,87
528.37,11,43,yes,northeast,other,no,0.1,227
316.83,12,4,yes,northeast,white,no,20.3,110
593.54,16,17,yes,northeast,white,yes,6.3,61
356.13,12,8,yes,northeast,white,no,2,179
759.73,10,48,yes,northeast,white,no,7,94
528.12,8,42,yes,northeast,white,no,3.5,44
261.16,11,6,no,northeast,other,no,9.9,240
332.38,12,8,yes,northeast,white,no,24.8,56
185.19,12,5,yes,northeast,white,no,1,106
139.7,9,39,no,northeast,white,no,8.1,128
443.97,12,16,no,northeast,white,no,5.9,199
532.26,12,9,no,northeast,white,no,9.2,39
455.61,12,22,no,northeast,white,no,14.8,109
841.45,14,19,no,northeast,white,no,17,171
759.73,12,28,no,northeast,white,no,1.2,84
546.06,16,6,no,northeast,white,yes,11.8,47
664.77,17,21,no,northeast,white,yes,0.3,91
769.4,17,24,no,northeast,white,yes,11.4,89
379.87,12,29,no,northeast,white,no,28.2,95
943.26,12,44,no,northeast,white,no,0.3,111
523.36,13,9,no,northeast,white,no,5,213
1045.13,17,36,no,northeast,white,yes,6.5,169
615.5,12,24,no,northeast,white,no,4.3,46
1638.18,12,20,yes,northeast,white,no,15.1,44
496.2,9,7,yes,northeast,white,no,31.1,45
660.49,12,16,yes,northeast,white,no,12.1,226
1312.92,14,39,yes,northeast,white,no,28.7,68
237.42,12,1,yes,northeast,other,no,15.1,177
474.83,11,15,yes,northeast,white,no,6.9,116
169.75,12,39,yes,northeast,other,no,19.8,135
213.68,12,5,yes,northeast,white,no,2.2,80
246.91,12,2,yes,northeast,other,no,18.6,30
522.32,12,7,yes,northeast,white,no,24.5,33
593.54,10,14,yes,northeast,white,no,5.6,78
1139.6,16,21,no,northeast,white,yes,6.8,64
142.45,12,8,no,northeast,white,no,6.5,27
759.73,17,17,no,northeast,white,no,2.1,217
427.35,12,11,yes,northeast,white,no,16,245
123.46,12,9,yes,northeast,white,no,25.4,62
641.03,12,5,yes,northeast,white,no,4.2,356
277.78,18,25,yes,northeast,white,yes,17.2,88
403.73,14,5,no,northeast,white,no,12.9,178
451.09,16,18,no,northeast,white,yes,14.2,194
553.02,8,35,yes,northeast,other,no,14.3,210
345.68,12,8,yes,northeast,white,no,1.8,105
1115.86,16,28,yes,northeast,other,yes,10.6,83
213.68,12,4,yes,northeast,other,no,10.8,124
2363.89,16,12,yes,northeast,other,yes,4.8,170
284.9,18,9,yes,midwest,black,yes,2.6,26
997.15,15,32,yes,midwest,white,no,26.6,170
284.9,18,5,yes,midwest,white,yes,4.9,170
617.28,12,23,yes,midwest,other,no,1.6,82
256.41,18,14,yes,midwest,white,yes,21.9,196
777.78,12,31,yes,midwest,other,no,6.2,30
264.36,18,31,yes,midwest,white,yes,15.3,267
308.64,14,41,yes,midwest,black,no,7.3,63
300.81,12,5,yes,midwest,black,no,16,303
709.88,11,31,yes,midwest,black,no,6,160
829.31,12,12,yes,midwest,white,no,4.5,374
664.77,16,13,yes,midwest,white,yes,7.2,200
92.59,9,15,yes,midwest,other,no,4.3,25
759.73,12,25,yes,midwest,white,no,34.7,250
735.99,12,22,yes,midwest,other,no,11.1,37
820.54,12,14,yes,midwest,white,no,0.9,52
641.03,12,20,yes,midwest,white,no,6.3,141
498.58,8,46,yes,midwest,white,no,11.2,69
237.42,12,10,yes,midwest,white,no,17.9,43
474.83,13,12,yes,midwest,white,no,15.2,250
759.73,16,13,yes,midwest,white,yes,9.6,33
902.18,12,20,yes,midwest,other,no,4.2,232
721.75,18,18,yes,midwest,white,no,40.2,122
411.52,12,8,yes,midwest,black,no,1.7,198
543.21,12,10,yes,midwest,white,no,5.7,66
237.42,16,1,yes,midwest,white,yes,0.9,110
617.28,12,42,yes,midwest,white,no,7.1,73
265.91,13,2,yes,midwest,other,no,19.9,76
617.28,14,35,yes,midwest,white,no,3.6,200
451.09,12,43,yes,midwest,white,no,0.7,150
617.28,12,24,yes,midwest,white,no,9.4,36
453.89,8,44,yes,midwest,white,no,26.2,179
164.61,10,5,yes,midwest,white,no,17.8,253
783.48,18,15,yes,midwest,white,yes,2.8,236
379.87,18,11,yes,midwest,white,no,20.3,122
434.07,8,30,yes,midwest,white,no,7.6,56
892.9,18,14,yes,midwest,other,yes,1.2,15
815.93,14,13,yes,midwest,white,no,7.8,25
688.51,14,6,yes,midwest,white,no,6.4,54
1402.92,13,28,yes,midwest,other,no,16.7,102
824.49,10,47,yes,midwest,white,no,5.2,97
391.74,12,11,yes,midwest,white,no,24.1,144
1187.08,12,32,yes,midwest,white,no,14.6,60
878.44,11,41,yes,midwest,black,no,13.5,126
735.99,11,32,yes,midwest,black,no,4.9,151
1225.07,18,17,yes,midwest,white,no,6.6,42
1234.57,15,16,yes,midwest,white,no,15.8,107
1068.38,17,18,yes,midwest,white,yes,7.9,54
1175.21,12,35,yes,midwest,other,no,15.1,229
451.09,12,9,yes,midwest,white,no,19.6,102
569.8,12,52,yes,midwest,white,no,3.2,201
434.47,13,18,yes,midwest,black,no,6.9,82
735.99,14,22,yes,midwest,black,no,9,92
439.22,18,3,yes,midwest,black,no,2.9,76
878.44,16,39,yes,midwest,white,yes,10.1,73
443.97,16,8,yes,midwest,other,yes,12.3,144
1756.89,18,10,yes,midwest,white,no,11.2,237
284.9,11,12,yes,midwest,white,no,9.4,146
634.92,12,10,yes,midwest,white,no,5.8,144
505.05,14,7,yes,midwest,white,no,9.7,50
144.03,14,19,yes,midwest,black,no,20.9,66
617.28,12,33,yes,midwest,white,no,29.4,90
474.83,12,29,yes,midwest,white,no,10.8,194
391.74,13,19,yes,midwest,white,no,0.9,33
462.96,14,7,yes,midwest,white,no,4,92
871.46,10,51,yes,midwest,white,no,5.3,309
1073.12,13,32,yes,midwest,white,no,18,170
427.35,12,5,yes,midwest,white,no,0.6,136
308.64,14,9,yes,midwest,white,no,16.7,243
498.58,12,11,yes,midwest,white,no,29.8,35
197.06,11,3,yes,midwest,other,no,1.7,145
462.96,16,1,yes,midwest,white,no,17.9,118
754.99,13,10,yes,midwest,white,no,13.1,93
747.86,12,38,yes,midwest,white,no,16.9,160
663.25,12,14,yes,midwest,white,no,9.1,224
664.77,14,11,yes,midwest,other,no,15.7,144
375.18,8,40,yes,midwest,white,no,24.7,222
386.89,13,9,yes,midwest,white,no,20.7,37
738.17,14,25,yes,midwest,white,no,17.7,70
617.28,14,-1,yes,midwest,white,no,4.8,34
474.83,16,39,yes,midwest,other,yes,6.8,223
1163.34,17,3,yes,midwest,white,no,16.8,140
420.28,16,12,yes,midwest,black,yes,12.7,20
284.9,7,33,yes,midwest,white,no,28,77
1068.38,11,36,yes,midwest,white,no,6.5,74
536.56,12,18,yes,midwest,other,no,12.2,117
1187.08,12,24,yes,midwest,white,no,6.7,30
878.44,18,9,yes,midwest,other,no,0,172
869.78,12,26,yes,midwest,white,no,8.4,166
878.44,14,21,yes,midwest,white,no,4,97
702.75,16,19,yes,midwest,white,yes,23.4,120
641.03,16,17,yes,midwest,white,yes,1.6,38
854.7,12,20,yes,midwest,white,no,19.8,218
735.99,12,19,yes,midwest,white,no,12.1,390
1155.15,13,27,yes,midwest,white,no,26.8,262
1037.01,16,30,yes,midwest,other,yes,20.2,126
427.35,15,9,yes,midwest,other,no,2.7,119
902.18,16,10,yes,midwest,white,yes,20.2,130
691.36,18,5,yes,midwest,white,yes,3.2,125
414.81,12,21,yes,midwest,white,no,4.5,90
569.8,11,12,yes,midwest,white,no,8.3,85
444.44,12,29,yes,midwest,white,no,10.9,236
598.29,12,8,yes,midwest,other,no,12.2,176
1139.6,18,12,yes,midwest,other,no,24.8,190
1543.21,16,16,yes,midwest,white,no,14.4,56
1780.63,18,24,yes,midwest,white,yes,6.1,125
973.41,12,28,yes,midwest,white,no,0.2,91
1614.43,12,39,yes,midwest,white,no,15.4,96
921.81,12,35,yes,midwest,white,no,14.6,177
148.15,14,-1,yes,midwest,white,no,7.3,173
740.74,14,15,yes,midwest,white,no,6.1,119
561.17,12,38,yes,midwest,white,no,1,188
1041.67,17,41,yes,midwest,white,no,20.1,118
332.38,13,11,yes,midwest,white,no,8,26
498.58,14,7,yes,midwest,white,no,9.1,25
415.48,14,2,yes,midwest,other,no,40,150
439.22,14,26,yes,midwest,white,no,7.9,44
432.1,12,17,yes,midwest,white,no,13.6,136
569.8,13,8,yes,midwest,white,no,14.9,102
978.16,13,10,yes,midwest,white,no,20.9,88
334.33,16,24,yes,midwest,white,yes,15.1,191
1091.22,12,25,yes,midwest,black,no,31.9,162
379.87,16,1,yes,midwest,black,yes,9.1,226
403.61,12,13,yes,midwest,black,no,1.7,166
593.54,16,15,yes,midwest,white,yes,0.4,159
593.54,16,21,yes,midwest,white,yes,8,118
1068.38,16,8,yes,midwest,white,yes,4.3,95
320.99,12,1,yes,midwest,white,no,14.6,141
1092.12,16,7,yes,midwest,white,yes,7.5,120
1633.74,18,40,yes,midwest,black,yes,12.8,68
688.51,12,9,yes,midwest,black,no,3.2,105
156.7,12,5,yes,midwest,black,no,13.9,55
1424.5,14,26,yes,midwest,white,no,8.2,36
688.51,13,21,yes,midwest,white,no,17.6,19
593.54,13,10,yes,midwest,white,no,1,197
1283.95,17,7,yes,midwest,white,yes,5.1,39
878.44,18,3,yes,midwest,white,no,0.9,128
646.8,12,23,yes,midwest,other,no,20.8,103
949.67,16,13,yes,midwest,white,no,0.5,145
736.92,11,24,yes,midwest,white,no,9.2,111
403.61,13,11,yes,midwest,white,no,13.8,186
617.28,12,11,yes,midwest,other,no,1.8,152
569.8,16,5,yes,midwest,black,no,2.2,366
807.22,11,39,yes,midwest,black,no,8.4,76
474.83,17,14,yes,midwest,black,no,8,91
1217.55,18,35,yes,midwest,other,yes,7.6,119
474.83,16,1,yes,midwest,white,yes,14.3,147
942.17,12,46,yes,midwest,white,no,6.4,79
474.83,15,7,yes,midwest,black,no,28.9,41
308.64,12,45,yes,midwest,white,no,3.7,103
1187.08,18,31,yes,midwest,white,no,18.4,165
123.46,16,15,yes,midwest,other,no,6,142
925.93,9,47,yes,midwest,black,no,2.7,58
427.35,8,42,yes,midwest,black,no,2.9,102
493.83,14,17,yes,midwest,other,no,19.6,191
525.64,13,12,yes,midwest,white,no,6.1,107
648.15,12,29,yes,midwest,white,no,2.9,141
1042.52,12,7,yes,midwest,white,no,11.4,119
230.35,10,15,yes,midwest,white,no,6.7,212
1756.89,16,19,yes,midwest,white,no,8.7,111
1234.57,14,21,yes,midwest,white,no,0,23
289.65,12,5,yes,midwest,white,no,3.2,177
308.64,12,15,yes,midwest,other,no,7.7,40
783.48,16,5,yes,midwest,white,yes,23.6,117
961.23,14,19,yes,midwest,white,no,36.7,72
1163.34,13,13,yes,midwest,other,no,0.7,152
641.03,12,47,yes,midwest,white,no,8.9,35
867.59,13,19,yes,midwest,white,no,22.8,286
783.48,15,13,yes,midwest,black,no,17.6,237
237.42,14,2,yes,midwest,white,no,17.4,84
261.16,13,0,yes,midwest,other,no,29.1,164
249.29,6,46,yes,midwest,black,no,14.7,10
246.91,12,10,yes,midwest,white,no,25.6,172
1151.01,12,42,yes,midwest,white,no,0.5,194
759.73,16,11,yes,midwest,white,no,10.4,42
308.64,12,10,yes,midwest,white,no,23,60
997.15,16,29,yes,midwest,other,yes,7.6,90
688.51,10,38,yes,midwest,white,no,3.1,118
284.9,12,7,yes,midwest,white,no,26.2,44
574.81,12,10,yes,midwest,white,no,21.7,84
735.99,17,44,yes,midwest,black,yes,13.6,120
320.51,18,8,yes,midwest,white,yes,12.3,51
337.11,18,2,yes,midwest,white,yes,19.8,61
169.75,16,19,yes,midwest,black,yes,14.8,69
546.06,12,8,yes,midwest,white,no,19.3,53
141.09,12,2,yes,midwest,white,no,15.9,94
667.69,12,38,yes,midwest,white,no,15.8,357
384.62,14,5,yes,midwest,white,no,12,193
593.54,13,18,yes,midwest,white,no,15.2,148
308.64,12,15,yes,midwest,white,no,14.7,87
1020.89,12,34,yes,midwest,white,no,3.6,127
451.09,12,29,yes,midwest,other,no,9.9,71
242.07,12,23,yes,midwest,other,no,12.1,17
462.96,14,33,yes,midwest,white,no,11.8,122
138.68,13,-1,yes,midwest,white,no,8.1,15
172.36,14,0,yes,midwest,white,no,9.5,70
353.09,16,20,yes,midwest,other,yes,3.8,60
1009.02,13,42,yes,midwest,white,no,17.8,67
311.02,12,4,yes,midwest,white,no,2,71
1089.74,12,35,yes,midwest,other,no,5.6,66
636.37,14,4,yes,midwest,white,no,9.7,56
789.53,12,15,yes,midwest,white,no,18.9,81
617.28,13,14,yes,midwest,black,no,3.7,106
688.51,12,36,yes,midwest,white,no,2.6,148
1092.12,14,25,yes,midwest,white,no,6.6,137
854.7,18,10,yes,midwest,white,yes,8.6,6
949.67,12,40,yes,midwest,white,no,38.5,157
997.15,17,16,yes,midwest,white,yes,1.5,386
688.51,16,12,yes,midwest,white,yes,26.8,164
543.68,12,34,yes,midwest,white,no,25.1,32
218.11,11,3,yes,midwest,white,no,13.9,86
783.48,13,37,yes,midwest,white,no,7.4,373
823.98,12,12,yes,midwest,other,no,2,75
246.91,7,44,yes,midwest,white,no,21.8,137
529.1,12,7,yes,midwest,other,no,17.6,50
456.25,12,3,yes,midwest,white,no,6.2,48
356.13,14,8,yes,midwest,white,no,14.3,125
816.31,17,25,yes,midwest,white,yes,13,77
546.06,11,13,yes,midwest,white,no,6.3,74
1305.79,16,23,yes,midwest,other,no,21.1,10
652.9,11,13,yes,midwest,other,no,9.5,57
949.67,17,5,yes,midwest,white,yes,4.2,235
391.74,12,6,yes,midwest,white,no,1.9,58
684.71,13,11,yes,midwest,white,no,6.9,162
1274.93,16,19,yes,midwest,other,yes,29.8,28
1495.73,18,26,yes,midwest,white,yes,6.7,35
949.67,18,15,yes,midwest,other,no,13.3,254
949.67,12,24,yes,midwest,other,no,31.7,35
781.1,16,4,yes,midwest,white,yes,3.8,373
845.2,14,13,yes,midwest,white,no,17.3,104
759.73,12,8,yes,midwest,white,no,6.5,127
546.06,8,31,yes,midwest,white,no,13.3,36
451.09,11,35,yes,midwest,white,no,10.8,107
952.38,14,21,yes,midwest,white,no,11.6,339
123.46,9,5,yes,midwest,black,no,9.4,73
94.97,18,4,yes,midwest,white,no,11.6,69
522.32,12,21,yes,midwest,white,no,1.4,140
388.01,12,23,yes,midwest,white,no,16.4,75
593.54,14,15,yes,midwest,other,no,31.8,99
650.52,1,25,yes,midwest,white,no,10.3,145
407.17,16,10,yes,midwest,black,yes,4.8,26
384.62,16,37,yes,midwest,white,no,6,61
854.7,12,25,yes,midwest,white,no,3.3,42
213.68,12,4,yes,midwest,white,no,19.4,118
830.96,12,33,yes,midwest,white,no,4.6,224
474.83,12,3,yes,midwest,white,no,1.2,151
599.65,12,22,yes,midwest,black,no,12.7,187
474.83,13,7,yes,midwest,other,no,9.9,7
949.67,16,40,yes,midwest,white,no,6.4,33
997.15,10,38,yes,midwest,white,no,2.1,14
498.58,14,12,yes,midwest,other,no,0.4,82
1139.6,16,5,yes,midwest,white,no,14.4,237
997.15,12,50,yes,midwest,other,no,10.6,179
474.83,12,7,yes,midwest,other,no,14.7,167
617.28,11,33,yes,midwest,white,no,4.6,61
213.68,12,1,yes,midwest,white,no,8.4,40
783.48,12,9,yes,midwest,other,no,5.6,34
688.51,12,37,yes,midwest,black,no,8.2,124
261.16,11,7,yes,midwest,black,no,26.1,161
593.54,12,13,yes,midwest,white,no,1.9,34
486.7,12,11,yes,midwest,white,no,0.9,235
462.96,12,8,yes,midwest,black,no,24.2,45
356.13,12,11,yes,midwest,black,no,7.4,94
474.83,9,45,yes,midwest,black,no,2.5,26
462.96,16,26,yes,midwest,white,yes,1.7,16
1295.87,11,32,yes,midwest,white,no,10.9,134
830.96,17,28,yes,midwest,white,yes,1.6,144
214.71,16,2,yes,midwest,white,yes,2.6,197
759.73,14,5,yes,midwest,other,no,3.7,276
902.18,8,45,yes,midwest,other,no,19.4,77
1721.27,14,39,yes,midwest,white,no,13.9,41
993.02,12,16,yes,midwest,white,no,21.8,21
688.51,12,24,yes,midwest,white,no,11.9,101
641.03,12,22,yes,midwest,white,no,1.5,131
261.16,12,8,yes,midwest,white,no,33.2,64
370.37,12,6,yes,midwest,white,no,11.3,209
1495.73,14,27,yes,midwest,white,no,2.4,163
641.03,12,46,yes,midwest,white,no,23.6,70
430.67,14,11,yes,midwest,black,no,12.3,73
997.15,14,10,yes,midwest,white,no,1.6,69
370.37,15,5,yes,midwest,other,no,2,135
973.41,12,34,yes,midwest,white,no,11.6,147
698.37,12,28,yes,midwest,other,no,2.9,46
218.42,17,11,yes,midwest,white,yes,19,139
707.3,14,38,yes,midwest,white,no,10.2,58
841.76,12,18,yes,midwest,white,no,21.6,182
427.35,12,15,yes,midwest,white,no,12.9,94
279.58,16,3,yes,midwest,white,no,15.5,550
411.52,10,40,yes,midwest,black,no,29.5,126
664.77,16,39,yes,midwest,black,yes,14.5,179
918.8,9,43,yes,midwest,white,no,0.9,99
332.38,13,25,yes,midwest,black,no,23.8,87
1187.08,16,23,yes,midwest,white,yes,8.9,206
1187.08,14,25,yes,midwest,white,no,4.1,221
854.7,12,22,yes,midwest,other,no,0.5,164
1519.47,16,10,yes,midwest,white,yes,27.4,47
854.7,14,17,yes,midwest,other,no,21.3,52
807.22,18,18,yes,midwest,white,no,0.9,174
1899.34,18,15,yes,midwest,white,yes,5.7,39
902.18,13,20,yes,midwest,other,no,8,70
858.95,18,6,yes,midwest,other,yes,17,205
543.68,14,6,yes,midwest,white,no,15.8,104
123.46,12,5,yes,midwest,white,no,1,13
1044.63,16,12,yes,midwest,white,yes,1.9,76
617.28,14,8,yes,midwest,white,no,6.6,178
209.88,7,48,yes,midwest,black,no,11.5,51
344.25,9,37,yes,midwest,black,no,10.6,129
389.36,15,4,yes,midwest,black,no,9,133
420.23,11,17,yes,midwest,other,no,18.4,61
755.34,12,15,yes,midwest,white,no,13.5,78
522.32,14,17,yes,midwest,white,no,0.1,174
154.32,12,0,yes,midwest,white,no,16,250
237.42,11,4,yes,midwest,white,no,5.4,46
1056.51,18,14,yes,midwest,white,yes,6.6,23
973.41,14,26,yes,midwest,white,no,12.7,106
801.28,16,12,yes,midwest,white,no,18.9,212
593.54,15,31,yes,midwest,white,no,7.2,34
522.32,16,5,yes,midwest,other,yes,5.7,121
493.83,12,9,yes,midwest,white,no,28.7,91
617.28,18,15,yes,midwest,white,yes,5.1,52
500.5,12,18,yes,midwest,white,no,1.7,108
376.54,12,2,yes,midwest,white,no,1.5,28
498.58,9,28,yes,midwest,black,no,23.5,211
370.37,16,4,yes,midwest,white,yes,20.3,102
878.44,16,8,yes,midwest,white,yes,9.6,34
498.58,16,5,yes,midwest,white,yes,34.7,78
498.58,16,7,yes,midwest,white,yes,0.2,79
366.51,12,22,yes,midwest,white,no,11.8,58
1305.79,18,21,yes,midwest,white,yes,7.4,128
1115.86,16,37,yes,midwest,other,yes,32.9,163
820.47,12,26,yes,midwest,white,no,3.7,135
159.81,12,3,yes,midwest,white,no,4.7,77
1068.38,14,42,yes,midwest,other,no,0.6,194
142.45,14,2,yes,midwest,white,no,8,144
641.03,12,8,yes,midwest,white,no,7.2,53
232.74,11,12,yes,midwest,other,no,9.3,93
264.55,12,15,yes,midwest,black,no,6.7,88
332.38,12,20,yes,midwest,other,no,7.5,188
617.28,14,8,yes,midwest,black,no,21,330
546.06,12,7,yes,midwest,white,no,20.7,86
459.37,16,6,yes,midwest,white,yes,17.9,116
427.35,16,3,yes,midwest,white,yes,2.1,148
546.06,14,3,yes,midwest,white,no,11.1,213
138.57,16,3,yes,midwest,white,yes,13.3,104
902.18,12,17,yes,midwest,white,no,17,67
617.28,13,46,yes,midwest,white,no,4.7,131
1187.08,16,9,yes,midwest,white,no,4.3,106
2136.75,15,22,yes,midwest,white,no,8.1,58
1044.63,18,7,yes,midwest,white,yes,17.6,127
1163.34,18,25,yes,midwest,white,no,7,192
474.83,10,26,yes,midwest,white,no,4,50
356.13,12,9,yes,midwest,white,no,24.3,111
557.93,11,10,yes,midwest,white,no,11.7,184
522.32,9,14,yes,midwest,white,no,3.9,184
213.68,10,14,yes,midwest,other,no,2.5,305
143.66,12,2,yes,midwest,white,no,20.9,68
664.77,13,21,yes,midwest,white,no,2.1,138
641.03,13,15,yes,midwest,white,no,4,90
641.03,13,22,yes,midwest,white,no,2.6,259
248.71,12,9,yes,midwest,white,no,5.7,139
257.2,12,14,yes,midwest,white,no,3.1,75
807.22,12,22,yes,midwest,white,no,6.5,60
747.86,16,7,yes,midwest,white,yes,14.4,145
1970.56,18,24,yes,midwest,white,yes,8.7,108
296.77,12,3,yes,midwest,white,no,20.7,210
1310.54,16,19,yes,midwest,white,no,12.3,97
6558.64,12,40,yes,midwest,white,no,12.5,89
973.41,16,8,yes,midwest,white,yes,4.8,162
878.44,16,28,yes,midwest,white,yes,7.1,133
100.31,14,0,yes,midwest,white,no,3,50
379.87,12,13,yes,midwest,black,no,5.5,295
411.52,10,12,yes,midwest,white,no,8.5,83
302.66,12,38,yes,midwest,white,no,14.3,128
332.38,12,33,yes,midwest,white,no,14.1,34
858.12,12,43,yes,midwest,other,no,18.2,231
685.19,10,49,yes,midwest,white,no,5.9,45
524.69,12,42,yes,midwest,black,no,2.9,175
593.54,10,43,yes,midwest,black,no,18.2,24
830.96,16,7,yes,midwest,white,yes,26.1,148
342.94,12,8,yes,midwest,other,no,28.7,166
2374.15,18,11,yes,midwest,other,yes,5.5,138
332.38,11,15,yes,midwest,black,no,16.8,154
2374.15,18,34,yes,midwest,white,yes,9.8,146
172.84,14,-1,yes,midwest,other,no,8.3,111
949.67,18,27,yes,midwest,white,yes,17.3,47
593.54,18,0,yes,midwest,white,no,17,271
830.96,12,14,yes,midwest,white,no,14.4,60
1424.5,16,37,yes,midwest,other,no,6.2,127
542.76,12,6,yes,midwest,white,no,18.1,370
546.06,16,4,yes,midwest,white,yes,1.2,92
432.08,12,40,yes,midwest,other,no,7.8,48
902.18,12,29,yes,midwest,white,no,6.6,43
735.99,12,24,yes,midwest,white,no,17.5,90
543.02,14,16,yes,midwest,white,no,2.4,55
949.67,16,36,yes,midwest,white,yes,6.5,116
1115.86,16,22,yes,midwest,white,no,14.1,152
565.84,16,15,yes,midwest,other,yes,19,206
1068.38,18,24,yes,midwest,white,yes,7,113
1007.81,14,43,yes,midwest,white,no,29.8,72
1068.38,18,13,yes,midwest,other,no,8.7,228
257.2,16,0,yes,midwest,white,yes,3.4,197
261.16,13,3,yes,midwest,white,no,5.9,52
1661.92,14,19,yes,midwest,other,no,14.7,157
1068.38,16,11,yes,midwest,white,no,5,97
641.03,12,34,yes,midwest,white,no,11.6,104
403.61,12,15,yes,midwest,white,no,7.3,117
949.67,16,11,yes,midwest,white,yes,3.8,104
807.22,16,10,yes,midwest,other,no,3.3,99
222.22,12,9,yes,midwest,white,no,4.1,84
522.32,12,18,yes,midwest,black,no,12,183
370.82,11,36,yes,midwest,white,no,19.6,155
680.5,12,26,yes,midwest,white,no,2.8,54
212.16,12,2,yes,midwest,other,no,5.3,109
61.73,11,1,yes,midwest,other,no,16,55
937.8,17,19,yes,midwest,white,no,12.3,25
633.9,12,29,yes,midwest,black,no,10.8,139
641.03,11,31,yes,midwest,black,no,10.1,133
379.87,15,3,yes,midwest,black,no,13.5,82
569.8,12,26,yes,midwest,white,no,22.6,30
569.8,12,5,yes,midwest,other,no,18.5,126
129.63,13,0,yes,midwest,white,no,13,29
641.03,16,37,yes,midwest,white,yes,10.8,98
1020.89,16,16,yes,midwest,white,no,19.4,146
700.38,16,7,yes,midwest,white,yes,16,93
185.19,11,3,yes,midwest,white,no,16.9,42
474.83,11,27,yes,midwest,black,no,21.2,168
1020.89,18,20,yes,midwest,white,no,7.2,41
415.48,16,9,yes,midwest,white,yes,6.3,87
664.77,13,23,yes,midwest,other,no,19.2,237
807.22,14,15,yes,midwest,other,no,12.2,167
1468.52,17,31,yes,midwest,other,yes,5.9,163
509.93,12,23,yes,midwest,white,no,3.7,257
1139.6,12,23,yes,midwest,white,no,4.3,19
617.28,10,27,yes,midwest,white,no,14.1,67
878.44,12,11,yes,midwest,white,no,23.7,71
454.65,12,9,yes,midwest,white,no,13.9,119
830.96,12,14,yes,midwest,other,no,20.4,180
925.93,12,34,yes,midwest,white,no,26.7,54
403.61,12,4,yes,midwest,white,no,12.9,61
237.42,10,2,yes,midwest,white,no,4.8,73
411.52,11,34,yes,midwest,white,no,35.1,139
512.82,16,4,yes,midwest,other,yes,10.9,146
1590.69,12,30,yes,midwest,white,no,23.3,51
237.42,13,4,yes,midwest,other,no,6.6,228
641.03,12,31,yes,midwest,white,no,21.9,185
914.06,16,8,yes,midwest,white,yes,15.2,110
664.77,14,26,yes,midwest,white,no,14.3,99
878.44,17,24,yes,midwest,white,yes,3.3,9
664.77,18,6,yes,midwest,black,no,16.7,23
807.22,14,26,yes,midwest,white,no,0.8,44
180.44,15,-1,yes,midwest,white,no,7.9,187
830.96,18,10,yes,midwest,white,yes,16.6,144
557.93,12,15,yes,midwest,white,no,3.8,198
830.96,12,28,yes,midwest,white,no,0.6,34
593.54,12,20,yes,midwest,white,no,9.7,72
394.01,8,35,yes,midwest,white,no,2.4,29
142.45,12,4,yes,midwest,white,no,0.7,28
1286.01,12,12,yes,midwest,white,no,1.6,100
428.06,18,35,yes,midwest,white,yes,9.9,47
308.64,11,12,yes,midwest,white,no,11.3,63
1160.97,16,16,yes,midwest,other,no,14.1,112
735.99,16,22,yes,midwest,white,no,12.4,42
1471.98,17,11,yes,midwest,white,no,15.9,31
353.91,16,-1,yes,midwest,white,no,5.8,16
344.65,13,18,yes,midwest,other,no,17.1,13
830.96,12,21,yes,midwest,white,no,6.5,234
854.7,14,21,yes,midwest,white,no,21.3,76
949.67,12,12,yes,midwest,white,no,9.6,87
581.03,16,22,yes,midwest,white,yes,4.8,127
949.67,12,27,yes,midwest,white,no,15,94
296.77,12,21,yes,midwest,white,no,6.5,68
514.4,12,13,yes,midwest,white,no,3.8,214
59.67,14,34,yes,midwest,black,no,4.3,52
580.97,11,26,yes,midwest,black,no,4.8,126
358.02,12,13,yes,midwest,white,no,18.9,85
299.28,12,27,yes,midwest,other,no,11,266
403.61,14,33,yes,midwest,other,no,11.2,254
830.96,16,37,yes,midwest,white,yes,32.8,167
569.8,14,16,yes,midwest,white,no,25.4,131
830.96,12,37,yes,midwest,white,no,1,141
1058.2,12,11,yes,midwest,white,no,7.8,187
522.32,12,23,yes,midwest,white,no,10.3,186
617.28,16,8,yes,midwest,white,no,9.3,80
907.41,12,45,yes,midwest,other,no,18.6,70
606.91,13,22,yes,midwest,white,no,8.2,83
978.68,17,16,yes,midwest,other,yes,4.3,138
284.9,12,8,yes,midwest,white,no,15.8,88
891.63,12,9,yes,midwest,white,no,2.6,66
1543.21,18,36,yes,midwest,other,yes,1.7,86
641.03,12,6,yes,midwest,white,no,19.9,33
807.22,12,6,yes,midwest,white,no,7,50
522.32,12,6,yes,midwest,white,no,14.8,228
474.83,11,22,yes,midwest,white,no,16.6,181
284.9,12,21,yes,midwest,white,no,20,82
617.28,13,20,yes,midwest,white,no,11.3,91
246.91,10,17,yes,midwest,black,no,7.7,20
522.32,12,7,yes,midwest,white,no,9.1,79
474.83,14,5,yes,midwest,white,no,2.6,50
1543.21,10,38,yes,midwest,white,no,31.3,139
902.18,12,27,yes,midwest,white,no,4.5,55
1305.79,18,23,yes,midwest,white,no,3.8,67
164.61,13,0,yes,midwest,white,no,9.1,85
